timestamp,roll,pitch,yaw,ax,ay,az,gx,gy,gz,mx,my,mz,temperature
2026-05-14T09:27:32,0.89,-2.59,291.63,0.046,0.016,1.002,-0.04,-0.03,0.06,11.67,-29.52,-1.24,30.9
2026-05-14T09:27:32,0.89,-2.59,291.63,0.046,0.016,1.002,-0.04,0.02,0.06,11.67,-29.52,-1.24,30.9
2026-05-14T09:27:32,0.89,-2.59,291.63,0.046,0.016,1.002,-0.04,-0.01,0.04,11.67,-29.52,-1.31,30.9
2026-05-14T09:27:32,0.89,-2.59,291.68,0.046,0.016,1.002,-0.04,-0.01,0.04,11.72,-29.52,-1.37,30.9
2026-05-14T09:27:32,0.89,-2.59,291.73,0.046,0.016,1.002,-0.04,0.03,0.04,11.72,-29.52,-1.37,30.9
2026-05-14T09:27:33,0.89,-2.59,291.73,0.046,0.016,1.001,-0.04,0.07,0.06,11.72,-29.52,-1.37,30.9
2026-05-14T09:27:33,0.89,-2.59,291.73,0.046,0.016,1.001,-0.07,0.02,0.09,11.72,-29.52,-1.37,30.9
2026-05-14T09:27:33,0.89,-2.59,291.77,0.046,0.016,1.001,-0.04,0.02,0.05,11.77,-29.52,-1.41,30.9
2026-05-14T09:27:33,0.89,-2.59,291.77,0.046,0.016,1.001,0.02,0,0.05,11.77,-29.52,-1.47,30.9
2026-05-14T09:27:33,0.89,-2.59,291.77,0.046,0.016,1.001,0.05,0.03,0.02,11.77,-29.52,-1.58,30.9
2026-05-14T09:27:33,0.89,-2.59,291.77,0.046,0.016,1,0.05,0,0,11.77,-29.56,-1.58,30.9
2026-05-14T09:27:33,0.89,-2.59,291.77,0.046,0.016,1,0,0.03,0,11.77,-29.56,-1.61,30.9
2026-05-14T09:27:33,0.89,-2.59,291.77,0.046,0.016,1,0,0.03,0,11.77,-29.58,-1.61,30.9
2026-05-14T09:27:33,0.89,-2.59,291.77,0.046,0.016,1,0,0.03,0,11.77,-29.58,-1.56,30.9
2026-05-14T09:27:33,0.89,-2.59,291.77,0.046,0.016,1,0,0.01,0,11.72,-29.58,-1.59,30.9
2026-05-14T09:27:34,0.89,-2.59,291.73,0.046,0.016,1,-0.02,0.01,0,11.69,-29.58,-1.61,30.9
2026-05-14T09:27:34,0.89,-2.59,291.69,0.045,0.016,1,-0.02,0.01,0,11.69,-29.62,-1.67,30.9
2026-05-14T09:27:34,0.89,-2.59,291.69,0.044,0.016,0.999,0.01,0.01,0,11.69,-29.62,-1.62,30.9
2026-05-14T09:27:34,0.89,-2.59,291.69,0.044,0.016,1,0.01,-0.01,-0.03,11.69,-29.62,-1.62,30.9
2026-05-14T09:27:34,0.89,-2.59,291.69,0.044,0.016,1,0.01,-0.01,0,11.69,-29.62,-1.64,30.9
2026-05-14T09:27:34,0.89,-2.59,291.69,0.044,0.016,1,-0.02,-0.01,0,11.69,-29.65,-1.64,30.9
