timestamp,roll,pitch,yaw,ax,ay,az,gx,gy,gz,mx,my,mz,temperature
2026-05-14T07:14:11,0.77,2.45,97.69,-0.044,0.015,0.998,0.02,-0.05,-0.06,-5.73,39.83,1.77,32.7
2026-05-14T07:14:11,0.76,2.45,97.65,-0.043,0.014,0.997,0.03,-0.05,-0.07,-5.65,39.92,1.82,32.7
2026-05-14T07:14:11,0.75,2.44,97.61,-0.042,0.013,0.997,0.04,-0.05,-0.09,-5.54,39.99,1.87,32.7
2026-05-14T07:14:11,0.74,2.44,97.56,-0.041,0.012,0.997,0.04,-0.05,-0.1,-5.4,40.03,1.93,32.7
2026-05-14T07:14:11,0.73,2.43,97.52,-0.041,0.011,0.997,0.05,-0.04,-0.12,-5.25,40.06,1.99,32.7
2026-05-14T07:14:12,0.72,2.43,97.47,-0.04,0.011,0.997,0.05,-0.03,-0.13,-5.09,40.05,2.06,32.7
2026-05-14T07:14:12,0.71,2.42,97.41,-0.04,0.01,0.998,0.05,-0.02,-0.14,-4.93,40.02,2.12,32.7
2026-05-14T07:14:12,0.71,2.41,97.36,-0.041,0.011,0.998,0.05,-0.01,-0.15,-4.81,39.96,2.17,32.7
2026-05-14T07:14:12,0.7,2.41,97.31,-0.042,0.011,0.999,0.04,0,-0.16,-4.71,39.89,2.22,32.7
2026-05-14T07:14:12,0.7,2.4,97.25,-0.042,0.011,0.999,0.04,0.01,-0.17,-4.65,39.8,2.25,32.7
2026-05-14T07:14:12,0.69,2.39,97.19,-0.043,0.012,1,0.03,0.02,-0.18,-4.62,39.7,2.28,32.7
2026-05-14T07:14:12,0.69,2.39,97.12,-0.043,0.013,1.001,0.02,0.03,-0.19,-4.63,39.6,2.3,32.7
2026-05-14T07:14:12,0.68,2.38,97.06,-0.044,0.013,1.001,0.01,0.04,-0.19,-4.67,39.51,2.3,32.7
2026-05-14T07:14:12,0.68,2.38,96.99,-0.043,0.014,1.001,0,0.05,-0.2,-4.72,39.43,2.29,32.7
2026-05-14T07:14:12,0.68,2.37,96.93,-0.043,0.014,1.001,-0.01,0.05,-0.2,-4.8,39.37,2.27,32.7
2026-05-14T07:14:13,0.68,2.36,96.85,-0.042,0.014,1.001,-0.02,0.05,-0.2,-4.87,39.33,2.23,32.7
2026-05-14T07:14:13,0.68,2.36,96.77,-0.041,0.013,1.001,-0.03,0.05,-0.2,-4.94,39.32,2.18,32.7
2026-05-14T07:14:13,0.68,2.35,96.7,-0.04,0.013,1,-0.04,0.04,-0.2,-4.98,39.34,2.13,32.7
2026-05-14T07:14:13,0.68,2.35,96.62,-0.039,0.012,0.999,-0.05,0.03,-0.2,-4.98,39.38,2.07,32.7
2026-05-14T07:14:13,0.69,2.34,96.54,-0.039,0.011,0.999,-0.05,0.02,-0.19,-4.96,39.44,2.01,32.7
2026-05-14T07:14:13,0.69,2.34,96.45,-0.039,0.011,0.998,-0.05,0.01,-0.19,-4.88,39.54,1.94,32.7
2026-05-14T07:14:13,0.69,2.33,96.36,-0.039,0.01,0.998,-0.05,0,-0.18,-4.76,39.64,1.88,32.7
2026-05-14T07:14:13,0.7,2.33,96.28,-0.04,0.01,0.997,-0.04,-0.01,-0.17,-4.62,39.75,1.83,32.7
2026-05-14T07:14:13,0.7,2.32,96.2,-0.04,0.01,0.997,-0.04,-0.02,-0.16,-4.46,39.85,1.78,32.7
2026-05-14T07:14:14,0.71,2.32,96.11,-0.041,0.011,0.997,-0.03,-0.03,-0.15,-4.28,39.95,1.75,32.7
2026-05-14T07:14:14,0.72,2.32,96.01,-0.042,0.012,0.997,-0.02,-0.04,-0.14,-4.08,40.05,1.72,32.7
2026-05-14T07:14:14,0.72,2.31,95.91,-0.042,0.013,0.998,-0.01,-0.05,-0.13,-3.9,40.13,1.7,32.7
2026-05-14T07:14:14,0.73,2.31,95.82,-0.042,0.013,0.998,0,-0.05,-0.11,-3.74,40.18,1.7,32.7
2026-05-14T07:14:14,0.74,2.31,95.73,-0.042,0.014,0.998,0.01,-0.05,-0.1,-3.62,40.2,1.71,32.7
2026-05-14T07:14:14,0.75,2.31,95.63,-0.041,0.015,0.999,0.02,-0.05,-0.09,-3.53,40.2,1.73,32.7
2026-05-14T07:14:14,0.76,2.3,95.52,-0.041,0.015,1,0.03,-0.04,-0.07,-3.46,40.17,1.77,32.7
2026-05-14T07:14:14,0.77,2.3,95.41,-0.04,0.015,1,0.04,-0.03,-0.05,-3.44,40.11,1.82,32.7
2026-05-14T07:14:14,0.78,2.3,95.31,-0.039,0.015,1.001,0.04,-0.03,-0.04,-3.45,40.04,1.87,32.7
2026-05-14T07:14:14,0.79,2.3,95.21,-0.038,0.015,1.001,0.05,-0.01,-0.02,-3.48,39.96,1.92,32.7
2026-05-14T07:14:15,0.8,2.3,95.1,-0.038,0.014,1.001,0.05,0,0,-3.52,39.87,1.98,32.7
2026-05-14T07:14:15,0.81,2.3,94.98,-0.038,0.013,1.001,0.05,0.01,0.01,-3.57,39.77,2.05,32.7
2026-05-14T07:14:15,0.82,2.3,94.87,-0.039,0.013,1.001,0.05,0.02,0.03,-3.61,39.67,2.11,32.7
2026-05-14T07:14:15,0.83,2.3,94.76,-0.039,0.013,1,0.04,0.03,0.05,-3.62,39.6,2.16,32.7
2026-05-14T07:14:15,0.84,2.3,94.65,-0.04,0.013,1,0.03,0.04,0.06,-3.61,39.54,2.21,32.7
2026-05-14T07:14:15,0.85,2.3,94.53,-0.041,0.013,0.999,0.03,0.05,0.08,-3.56,39.5,2.25,32.7
2026-05-14T07:14:15,0.86,2.31,94.4,-0.042,0.013,0.999,0.02,0.05,0.09,-3.46,39.48,2.28,32.7
2026-05-14T07:14:15,0.86,2.31,94.28,-0.042,0.014,0.998,0,0.05,0.11,-3.32,39.5,2.3,32.7
2026-05-14T07:14:15,0.87,2.31,94.16,-0.042,0.015,0.998,-0.01,0.05,0.12,-3.16,39.54,2.3,32.7
2026-05-14T07:14:15,0.88,2.31,94.04,-0.042,0.016,0.997,-0.02,0.04,0.13,-2.98,39.6,2.29,32.7
2026-05-14T07:14:16,0.89,2.32,93.92,-0.042,0.017,0.997,-0.03,0.04,0.14,-2.78,39.68,2.27,32.7
2026-05-14T07:14:16,0.89,2.32,93.79,-0.041,0.017,0.997,-0.04,0.03,0.16,-2.55,39.78,2.23,32.7
2026-05-14T07:14:16,0.9,2.33,93.65,-0.04,0.018,0.997,-0.04,0.02,0.17,-2.34,39.89,2.19,32.7
2026-05-14T07:14:16,0.9,2.33,93.53,-0.039,0.018,0.998,-0.05,0,0.17,-2.16,40,2.14,32.7
2026-05-14T07:14:16,0.91,2.33,93.4,-0.039,0.018,0.998,-0.05,-0.01,0.18,-2.01,40.1,2.08,32.7
2026-05-14T07:14:16,0.91,2.34,93.28,-0.039,0.017,0.999,-0.05,-0.02,0.19,-1.89,40.19,2.02,32.7
